time,H,R,E,F,A
2019/5/9 13:13,0.0,0.0,0.0,1.0,1.2690000000000001
2019/5/9 13:14,1.0,1.0,0.0,1.0,1.2570000000000001
2019/5/9 13:15,1.0,1.0,0.0,1.0,1.355
2019/5/9 13:16,0.0,0.0,0.0,1.0,1.161
2019/5/9 13:17,0.0,0.0,0.0,1.0,1.0659999999999998
2019/5/9 13:18,0.0,0.0,0.0,1.0,1.082
2019/5/9 13:19,0.0,0.0,0.0,1.0,1.1540000000000001
2019/5/9 13:20,0.0,0.0,0.0,1.0,1.145
2019/5/9 13:22,0.0,0.0,0.0,1.0,0.877
2019/5/9 13:25,0.0,0.0,1.0,0.0,4.766
2019/5/9 13:26,0.0,0.0,1.0,0.0,1.7830000000000001
2019/5/9 13:27,0.0,0.0,1.0,0.0,1.4980000000000002
2019/5/9 13:28,0.0,0.0,1.0,0.0,1.308
2019/5/9 13:29,0.0,0.0,1.0,0.0,1.081
2019/5/9 13:30,9.0,9.0,1.0,0.0,1.003
2019/5/9 13:31,0.0,0.0,1.0,0.0,1.248
2019/5/9 13:32,0.0,0.0,1.0,0.0,1.1179999999999999
2019/5/9 13:33,0.0,0.0,1.0,0.0,1.2670000000000001
2019/5/9 13:34,0.0,0.0,1.0,0.0,1.153
2019/5/9 13:35,0.0,0.0,1.0,0.0,1.433
2019/5/9 13:36,0.0,0.0,1.0,0.0,1.6230000000000002
2019/5/9 13:37,0.0,0.0,1.0,0.0,1.4
2019/5/9 13:42,0.0,0.0,0.0,1.0,1.15
2019/5/9 13:43,0.0,0.0,0.0,1.0,1.068
2019/5/9 13:44,0.0,0.0,0.0,1.0,0.866
2019/5/9 13:48,0.0,0.0,1.0,0.0,0.847
2019/5/9 13:49,0.0,0.0,1.0,0.0,1.0390000000000001
2019/5/9 13:50,0.0,0.0,0.0,1.0,2.1959999999999997
2019/5/9 13:51,0.0,0.0,0.0,1.0,1.262
2019/5/9 13:52,0.0,0.0,0.0,1.0,1.3230000000000002
2019/5/9 13:54,0.0,0.0,0.0,1.0,1.0590000000000002
2019/5/9 13:55,0.0,0.0,0.0,1.0,1.349
2019/5/9 13:56,0.0,0.0,1.0,0.0,1.7280000000000002
2019/5/9 13:57,0.0,0.0,1.0,0.0,1.439
2019/5/9 13:58,0.0,0.0,1.0,0.0,1.1640000000000001
2019/5/9 14:01,0.0,0.0,0.0,1.0,0.912
2019/5/9 14:04,0.0,0.0,1.0,0.0,2.695
2019/5/9 14:06,0.0,0.0,1.0,0.0,1.07
2019/5/9 14:07,0.0,0.0,1.0,0.0,0.92
2019/5/9 14:08,0.0,0.0,1.0,0.0,0.8140000000000001
2019/5/9 14:12,0.0,0.0,0.0,1.0,9.765
2019/5/9 14:13,0.0,0.0,0.0,1.0,1.6540000000000001
2019/5/9 14:14,0.0,0.0,0.0,1.0,1.9580000000000002
2019/5/9 14:15,0.0,0.0,1.0,0.0,1.1740000000000002
2019/5/9 14:19,0.0,0.0,1.0,0.0,0.82
2019/5/9 14:23,0.0,0.0,1.0,0.0,0.833
2019/5/9 14:24,0.0,0.0,1.0,0.0,1.018
2019/5/9 14:27,0.0,0.0,1.0,0.0,1.459
2019/5/9 14:28,0.0,0.0,1.0,0.0,1.163
2019/5/9 14:29,0.0,0.0,1.0,0.0,0.9740000000000001
2019/5/9 14:36,0.0,0.0,1.0,0.0,2.574
2019/5/9 14:37,0.0,0.0,1.0,0.0,1.0859999999999999
2019/5/9 14:38,0.0,0.0,1.0,0.0,0.93
2019/5/9 14:39,0.0,0.0,1.0,0.0,0.88
2019/5/9 14:40,0.0,0.0,1.0,0.0,0.8390000000000001
2019/5/9 14:41,0.0,0.0,1.0,0.0,0.87
2019/5/9 14:44,0.0,0.0,1.0,0.0,1.088
2019/5/9 14:45,0.0,0.0,1.0,0.0,0.9440000000000001
2019/5/9 14:50,0.0,0.0,0.0,1.0,0.877
2019/5/9 14:51,0.0,0.0,0.0,1.0,0.862
2019/5/10 9:31,0.0,0.0,0.0,1.0,1.0490000000000002
2019/5/10 9:32,0.0,0.0,0.0,1.0,1.042
2019/5/10 9:33,0.0,0.0,0.0,1.0,1.016
2019/5/10 9:34,0.0,0.0,0.0,1.0,1.0090000000000001
2019/5/10 9:35,0.0,0.0,0.0,1.0,1.05
2019/5/10 9:36,0.0,0.0,0.0,1.0,1.037
2019/5/10 9:37,1.0,1.0,1.0,0.0,1.565
2019/5/10 9:40,9.0,9.0,0.0,1.0,0.9309999999999999
2019/5/10 9:41,0.0,0.0,0.0,1.0,0.861
2019/5/10 9:42,0.0,0.0,0.0,1.0,0.976
2019/5/10 9:43,0.0,0.0,0.0,1.0,0.971
2019/5/10 9:44,0.0,0.0,0.0,1.0,0.932
2019/5/10 9:45,0.0,0.0,0.0,1.0,1.011
2019/5/10 9:46,0.0,0.0,0.0,1.0,0.894
2019/5/10 9:47,0.0,0.0,0.0,1.0,0.865
2019/5/10 9:48,0.0,0.0,0.0,1.0,0.941
2019/5/10 9:49,0.0,0.0,0.0,1.0,1.035
2019/5/10 9:50,0.0,0.0,0.0,1.0,1.166
2019/5/10 9:51,0.0,0.0,0.0,1.0,1.156
2019/5/10 9:52,1.0,1.0,0.0,1.0,1.33
2019/5/10 9:53,0.0,0.0,0.0,1.0,1.5030000000000001
2019/5/10 9:56,9.0,9.0,1.0,0.0,1.14
2019/5/10 9:57,0.0,0.0,1.0,0.0,0.894
2019/5/10 9:58,0.0,0.0,1.0,0.0,0.8740000000000001
2019/5/10 9:59,0.0,0.0,0.0,1.0,1.725
2019/5/10 10:00,0.0,0.0,0.0,1.0,0.9740000000000001
2019/5/10 10:01,0.0,0.0,0.0,1.0,0.88
2019/5/10 10:02,0.0,0.0,0.0,1.0,0.833
2019/5/10 10:09,0.0,0.0,1.0,0.0,2.024
2019/5/10 10:10,0.0,0.0,1.0,0.0,1.348
2019/5/10 10:11,0.0,0.0,1.0,0.0,1.06
2019/5/10 10:12,0.0,0.0,1.0,0.0,0.948
2019/5/10 10:13,0.0,0.0,1.0,0.0,0.9470000000000001
2019/5/10 10:15,0.0,0.0,1.0,0.0,0.816
2019/5/10 10:16,0.0,0.0,1.0,0.0,1.02
2019/5/10 10:18,0.0,0.0,1.0,0.0,0.882
2019/5/10 10:19,0.0,0.0,1.0,0.0,0.831
2019/5/10 10:20,0.0,0.0,1.0,0.0,0.9570000000000001
2019/5/10 10:21,0.0,0.0,1.0,0.0,0.9059999999999999
2019/5/10 10:28,0.0,0.0,1.0,0.0,1.088
2019/5/10 10:29,0.0,0.0,1.0,0.0,1.273
2019/5/10 10:30,0.0,0.0,1.0,0.0,0.892
2019/5/10 10:31,0.0,0.0,1.0,0.0,1.127
2019/5/10 10:32,0.0,0.0,1.0,0.0,0.9620000000000001
2019/5/10 10:33,0.0,0.0,1.0,0.0,0.938
2019/5/10 10:34,0.0,0.0,1.0,0.0,1.03
2019/5/10 10:35,0.0,0.0,1.0,0.0,1.021
2019/5/10 10:36,0.0,0.0,1.0,0.0,1.109
2019/5/10 10:37,0.0,0.0,1.0,0.0,0.9620000000000001
2019/5/10 10:38,0.0,0.0,1.0,0.0,0.8540000000000001
2019/5/10 10:39,0.0,0.0,1.0,0.0,1.189
2019/5/10 10:42,0.0,0.0,0.0,1.0,1.6440000000000001
2019/5/10 10:43,0.0,0.0,0.0,1.0,0.9990000000000001
2019/5/10 10:51,0.0,0.0,1.0,0.0,0.982
2019/5/10 10:52,0.0,0.0,1.0,0.0,0.95
2019/5/10 10:53,0.0,0.0,1.0,0.0,0.884
2019/5/10 10:54,0.0,0.0,1.0,0.0,0.825
2019/5/10 10:55,0.0,0.0,1.0,0.0,1.05
2019/5/10 10:56,0.0,0.0,1.0,0.0,0.88
2019/5/10 10:57,0.0,0.0,1.0,0.0,1.124
2019/5/10 10:58,0.0,0.0,1.0,0.0,1.101
2019/5/10 10:59,0.0,0.0,1.0,0.0,1.037
2019/5/10 11:00,0.0,0.0,1.0,0.0,1.208
2019/5/10 11:01,0.0,0.0,1.0,0.0,1.08
2019/5/10 11:02,0.0,0.0,1.0,0.0,0.887
2019/5/10 11:03,0.0,0.0,1.0,0.0,1.236
2019/5/10 11:04,0.0,0.0,1.0,0.0,1.345
2019/5/10 11:05,0.0,0.0,1.0,0.0,1.248
2019/5/10 11:06,0.0,0.0,1.0,0.0,1.237
2019/5/10 11:07,0.0,0.0,1.0,0.0,1.24
2019/5/10 11:08,0.0,0.0,1.0,0.0,1.14
2019/5/10 11:09,0.0,0.0,1.0,0.0,1.01
2019/5/10 11:11,0.0,0.0,1.0,0.0,2.082
2019/5/10 11:15,0.0,0.0,0.0,1.0,1.2409999999999999
2019/5/10 11:16,0.0,0.0,0.0,1.0,1.0759999999999998
2019/5/10 11:17,0.0,0.0,0.0,1.0,0.9490000000000001
2019/5/10 11:21,0.0,0.0,1.0,0.0,1.1420000000000001
2019/5/10 11:22,0.0,0.0,1.0,0.0,0.847
2019/5/10 11:24,0.0,0.0,0.0,1.0,3.072
2019/5/10 11:25,0.0,0.0,0.0,1.0,2.278
2019/5/10 11:26,0.0,0.0,0.0,1.0,2.301
2019/5/10 11:27,0.0,0.0,0.0,1.0,1.9880000000000002
2019/5/10 11:28,0.0,0.0,0.0,1.0,1.462
2019/5/10 11:29,0.0,0.0,0.0,1.0,1.3530000000000002
2019/5/10 11:30,0.0,0.0,0.0,1.0,1.103
2019/5/10 13:01,0.0,0.0,1.0,0.0,0.9229999999999999
2019/5/10 13:02,0.0,0.0,1.0,0.0,0.9059999999999999
2019/5/10 13:03,0.0,0.0,1.0,0.0,0.9
2019/5/10 13:04,0.0,0.0,1.0,0.0,0.875
2019/5/10 13:05,0.0,0.0,1.0,0.0,0.848
2019/5/10 13:09,0.0,0.0,0.0,1.0,1.112
2019/5/10 13:10,0.0,0.0,0.0,1.0,0.963
2019/5/10 13:11,0.0,0.0,0.0,1.0,0.866
2019/5/10 13:12,0.0,0.0,0.0,1.0,0.8390000000000001
2019/5/10 13:14,0.0,0.0,0.0,1.0,0.8140000000000001
2019/5/10 13:15,0.0,0.0,0.0,1.0,0.914
2019/5/10 13:22,0.0,0.0,0.0,1.0,0.8540000000000001
2019/5/10 13:23,0.0,0.0,0.0,1.0,0.84
2019/5/10 13:24,0.0,0.0,0.0,1.0,0.8490000000000001
2019/5/10 13:25,0.0,0.0,0.0,1.0,0.9159999999999999
2019/5/10 13:27,0.0,0.0,1.0,0.0,1.089
2019/5/10 13:28,0.0,0.0,1.0,0.0,1.01
2019/5/10 13:29,0.0,0.0,1.0,0.0,0.946
2019/5/10 13:30,0.0,0.0,1.0,0.0,0.909
2019/5/10 13:31,0.0,0.0,1.0,0.0,1.004
2019/5/10 13:32,0.0,0.0,0.0,1.0,1.062
2019/5/10 13:33,0.0,0.0,0.0,1.0,0.96
2019/5/10 13:34,0.0,0.0,0.0,1.0,0.914
2019/5/10 13:35,0.0,0.0,0.0,1.0,1.0070000000000001
2019/5/10 13:36,0.0,0.0,0.0,1.0,1.094
2019/5/10 13:37,0.0,0.0,0.0,1.0,0.937
2019/5/10 13:38,0.0,0.0,0.0,1.0,0.958
2019/5/10 13:39,0.0,0.0,0.0,1.0,0.956
2019/5/10 13:40,0.0,0.0,0.0,1.0,1.093
2019/5/10 13:41,0.0,0.0,0.0,1.0,0.981
2019/5/10 13:42,0.0,0.0,0.0,1.0,0.897
2019/5/10 13:43,0.0,0.0,0.0,1.0,0.9470000000000001
2019/5/10 13:44,0.0,0.0,0.0,1.0,0.866
2019/5/10 13:45,0.0,0.0,0.0,1.0,0.907
2019/5/10 13:48,0.0,0.0,1.0,0.0,1.399
2019/5/10 13:49,0.0,0.0,1.0,0.0,1.033
2019/5/10 13:50,0.0,0.0,1.0,0.0,0.948
2019/5/10 13:51,0.0,0.0,1.0,0.0,0.968
2019/5/10 13:52,0.0,0.0,1.0,0.0,0.955
2019/5/10 13:53,0.0,0.0,1.0,0.0,1.255
2019/5/10 13:55,0.0,0.0,0.0,1.0,1.297
2019/5/10 13:58,0.0,0.0,0.0,1.0,1.235
2019/5/10 13:59,0.0,0.0,0.0,1.0,1.209
2019/5/10 14:00,0.0,0.0,0.0,1.0,0.9690000000000001
2019/5/10 14:01,0.0,0.0,0.0,1.0,0.9209999999999999
2019/5/10 14:02,0.0,0.0,0.0,1.0,0.895
2019/5/10 14:03,0.0,0.0,0.0,1.0,0.813
2019/5/10 14:05,0.0,0.0,1.0,0.0,1.402
2019/5/10 14:06,0.0,0.0,1.0,0.0,0.9259999999999999
2019/5/10 14:09,0.0,0.0,0.0,1.0,1.6119999999999999
2019/5/10 14:10,0.0,0.0,0.0,1.0,1.178
2019/5/10 14:11,0.0,0.0,0.0,1.0,1.215
2019/5/10 14:12,0.0,0.0,0.0,1.0,1.062
2019/5/10 14:13,0.0,0.0,0.0,1.0,1.081
2019/5/10 14:14,0.0,0.0,0.0,1.0,0.9940000000000001
2019/5/10 14:15,0.0,0.0,0.0,1.0,0.9109999999999999
2019/5/10 14:16,0.0,0.0,0.0,1.0,0.938
2019/5/10 14:17,0.0,0.0,0.0,1.0,0.894
2019/5/10 14:18,0.0,0.0,0.0,1.0,0.9209999999999999
2019/5/10 14:21,0.0,0.0,0.0,1.0,0.879
2019/5/10 14:22,0.0,0.0,0.0,1.0,0.9590000000000001
2019/5/10 14:23,0.0,0.0,0.0,1.0,1.008
2019/5/10 14:24,0.0,0.0,0.0,1.0,0.9079999999999999
2019/5/10 14:25,0.0,0.0,0.0,1.0,1.071
2019/5/10 14:26,0.0,0.0,0.0,1.0,0.9790000000000001
2019/5/10 14:27,0.0,0.0,0.0,1.0,0.885
2019/5/10 14:30,0.0,0.0,1.0,0.0,1.39
2019/5/10 14:31,0.0,0.0,1.0,0.0,1.358
2019/5/10 14:32,0.0,0.0,1.0,0.0,1.036
2019/5/10 14:33,0.0,0.0,1.0,0.0,1.021
2019/5/10 14:34,0.0,0.0,1.0,0.0,0.8079999999999999
2019/5/10 14:37,0.0,0.0,0.0,1.0,1.885
2019/5/10 14:38,0.0,0.0,0.0,1.0,1.2329999999999999
2019/5/10 14:39,0.0,0.0,0.0,1.0,1.2690000000000001
2019/5/10 14:40,0.0,0.0,0.0,1.0,1.161
2019/5/10 14:41,0.0,0.0,0.0,1.0,0.924
2019/5/10 14:42,0.0,0.0,0.0,1.0,0.9890000000000001
2019/5/10 14:44,0.0,0.0,1.0,0.0,2.273
2019/5/10 14:49,0.0,0.0,0.0,1.0,1.2009999999999998
2019/5/10 14:50,0.0,0.0,0.0,1.0,0.889
2019/5/13 9:33,0.0,0.0,1.0,0.0,0.8270000000000001
2019/5/13 9:34,0.0,0.0,1.0,0.0,0.852
2019/5/13 9:35,0.0,0.0,1.0,0.0,0.8370000000000001
2019/5/13 9:36,0.0,0.0,1.0,0.0,0.858
2019/5/13 9:47,0.0,0.0,0.0,1.0,0.9520000000000001
2019/5/13 9:48,0.0,0.0,0.0,1.0,0.953
2019/5/13 9:54,0.0,0.0,1.0,0.0,2.372
2019/5/13 9:55,0.0,0.0,1.0,0.0,1.499
2019/5/13 9:56,0.0,0.0,1.0,0.0,2.863
2019/5/13 9:57,0.0,0.0,1.0,0.0,2.51
2019/5/13 10:00,0.0,0.0,0.0,1.0,0.843
2019/5/13 10:01,0.0,0.0,0.0,1.0,0.873
2019/5/13 10:02,0.0,0.0,0.0,1.0,0.893
2019/5/13 10:07,0.0,0.0,1.0,0.0,1.496
2019/5/13 10:08,0.0,0.0,1.0,0.0,1.526
2019/5/13 10:09,0.0,0.0,1.0,0.0,1.205
2019/5/13 10:10,0.0,0.0,1.0,0.0,1.4769999999999999
2019/5/13 10:12,0.0,0.0,0.0,1.0,1.046
2019/5/13 10:22,0.0,0.0,1.0,0.0,0.8170000000000001
2019/5/13 10:24,0.0,0.0,1.0,0.0,0.8370000000000001
2019/5/13 10:30,0.0,0.0,0.0,1.0,0.92
2019/5/13 10:36,0.0,0.0,1.0,0.0,1.357
2019/5/13 10:37,0.0,0.0,1.0,0.0,1.177
2019/5/13 10:39,0.0,0.0,0.0,1.0,1.2570000000000001
2019/5/13 10:40,0.0,0.0,0.0,1.0,1.037
2019/5/13 10:41,0.0,0.0,0.0,1.0,1.072
2019/5/13 10:45,0.0,0.0,1.0,0.0,1.016
2019/5/13 10:46,0.0,0.0,1.0,0.0,1.079
2019/5/13 10:47,0.0,0.0,0.0,1.0,0.917
2019/5/13 10:50,0.0,0.0,0.0,1.0,0.937
2019/5/13 10:51,0.0,0.0,0.0,1.0,0.8059999999999999
2019/5/13 10:54,0.0,0.0,0.0,1.0,1.068
2019/5/13 10:55,0.0,0.0,0.0,1.0,0.9490000000000001
2019/5/13 10:56,0.0,0.0,0.0,1.0,0.878
2019/5/13 10:57,0.0,0.0,0.0,1.0,1.228
2019/5/13 10:58,1.0,1.0,0.0,1.0,1.409
2019/5/13 11:01,0.0,0.0,1.0,0.0,0.813
2019/5/13 11:02,0.0,0.0,1.0,0.0,0.878
2019/5/13 11:03,0.0,0.0,1.0,0.0,1.1840000000000002
2019/5/13 11:04,0.0,0.0,1.0,0.0,1.141
2019/5/13 11:05,0.0,0.0,1.0,0.0,0.865
2019/5/13 11:06,0.0,0.0,1.0,0.0,0.887
2019/5/13 11:07,0.0,0.0,1.0,0.0,1.1340000000000001
2019/5/13 11:08,9.0,9.0,1.0,0.0,0.98
2019/5/13 11:10,0.0,0.0,1.0,0.0,0.83
2019/5/13 11:12,0.0,0.0,1.0,0.0,0.8959999999999999
2019/5/13 11:13,0.0,0.0,1.0,0.0,0.958
2019/5/13 11:15,0.0,0.0,1.0,0.0,0.8440000000000001
2019/5/13 13:11,0.0,0.0,1.0,0.0,1.112
2019/5/13 13:21,0.0,0.0,0.0,1.0,0.846
2019/5/13 13:26,0.0,0.0,1.0,0.0,1.173
2019/5/13 13:27,0.0,0.0,1.0,0.0,0.894
2019/5/13 13:28,0.0,0.0,1.0,0.0,0.96
2019/5/13 13:29,0.0,0.0,1.0,0.0,0.861
2019/5/13 13:31,0.0,0.0,1.0,0.0,1.003
2019/5/13 13:32,0.0,0.0,1.0,0.0,0.828
2019/5/13 13:33,0.0,0.0,1.0,0.0,0.9640000000000001
2019/5/13 13:34,0.0,0.0,1.0,0.0,0.83
2019/5/13 13:35,0.0,0.0,1.0,0.0,0.847
2019/5/13 13:36,0.0,0.0,1.0,0.0,0.93
2019/5/13 13:43,0.0,0.0,0.0,1.0,1.0659999999999998
2019/5/13 13:45,0.0,0.0,0.0,1.0,2.233
2019/5/13 13:46,0.0,0.0,0.0,1.0,1.4180000000000001
2019/5/13 13:47,0.0,0.0,0.0,1.0,1.2830000000000001
2019/5/13 13:48,0.0,0.0,0.0,1.0,1.232
2019/5/13 13:49,0.0,0.0,0.0,1.0,0.857
2019/5/13 14:03,0.0,0.0,1.0,0.0,0.98
2019/5/13 14:04,0.0,0.0,1.0,0.0,0.9520000000000001
2019/5/13 14:05,0.0,0.0,1.0,0.0,0.8240000000000001
2019/5/13 14:06,0.0,0.0,1.0,0.0,0.825
2019/5/13 14:11,0.0,0.0,1.0,0.0,1.1520000000000001
2019/5/13 14:12,0.0,0.0,1.0,0.0,0.925
2019/5/13 14:13,0.0,0.0,1.0,0.0,0.8220000000000001
2019/5/13 14:14,0.0,0.0,1.0,0.0,0.802
2019/5/13 14:15,0.0,0.0,1.0,0.0,0.867
2019/5/13 14:16,0.0,0.0,1.0,0.0,0.8340000000000001
2019/5/13 14:25,0.0,0.0,0.0,1.0,0.807
2019/5/13 14:31,0.0,0.0,1.0,0.0,1.149
2019/5/13 14:32,0.0,0.0,1.0,0.0,0.8140000000000001
2019/5/13 14:37,0.0,0.0,0.0,1.0,1.6540000000000001
2019/5/13 14:38,0.0,0.0,0.0,1.0,1.0590000000000002
2019/5/13 14:39,0.0,0.0,0.0,1.0,0.922
2019/5/13 14:47,0.0,0.0,0.0,1.0,1.133
2019/5/13 14:48,0.0,0.0,0.0,1.0,0.945
2019/5/13 14:49,0.0,0.0,0.0,1.0,0.826
2019/5/13 14:51,0.0,0.0,0.0,1.0,0.8029999999999999
2019/5/14 9:41,0.0,0.0,1.0,0.0,4.636
2019/5/14 9:43,0.0,0.0,1.0,0.0,1.155
2019/5/14 9:44,0.0,0.0,1.0,0.0,0.966
2019/5/14 9:46,0.0,0.0,1.0,0.0,0.86
2019/5/14 9:49,0.0,0.0,1.0,0.0,0.802
2019/5/14 9:51,0.0,0.0,0.0,1.0,1.028
2019/5/14 9:52,0.0,0.0,0.0,1.0,0.924
2019/5/14 9:55,0.0,0.0,0.0,1.0,0.953
2019/5/14 9:56,0.0,0.0,0.0,1.0,0.8740000000000001
2019/5/14 9:59,0.0,0.0,0.0,1.0,1.003
2019/5/14 10:00,0.0,0.0,0.0,1.0,0.846
2019/5/14 10:07,0.0,0.0,0.0,1.0,0.8340000000000001
2019/5/14 10:16,0.0,0.0,0.0,1.0,1.155
2019/5/14 10:17,0.0,0.0,0.0,1.0,0.8220000000000001
2019/5/14 10:18,0.0,0.0,0.0,1.0,0.872
2019/5/14 10:19,0.0,0.0,0.0,1.0,0.915
2019/5/14 10:20,0.0,0.0,0.0,1.0,0.971
2019/5/14 10:21,0.0,0.0,0.0,1.0,0.9079999999999999
2019/5/14 10:22,0.0,0.0,0.0,1.0,0.93
2019/5/14 10:23,0.0,0.0,0.0,1.0,0.9590000000000001
2019/5/14 10:24,0.0,0.0,0.0,1.0,0.97
2019/5/14 10:25,0.0,0.0,0.0,1.0,0.955
2019/5/14 10:28,0.0,0.0,1.0,0.0,1.7990000000000002
2019/5/14 10:29,0.0,0.0,1.0,0.0,0.9940000000000001
2019/5/14 10:30,0.0,0.0,1.0,0.0,1.035
2019/5/14 10:34,0.0,0.0,0.0,1.0,0.912
2019/5/14 10:37,0.0,0.0,1.0,0.0,1.079
2019/5/14 10:38,0.0,0.0,1.0,0.0,0.857
2019/5/14 10:39,0.0,0.0,1.0,0.0,0.821
2019/5/14 10:40,0.0,0.0,1.0,0.0,0.88
2019/5/14 10:41,0.0,0.0,1.0,0.0,0.897
2019/5/14 10:42,0.0,0.0,1.0,0.0,0.9209999999999999
2019/5/14 10:58,0.0,0.0,0.0,1.0,2.0
2019/5/14 10:59,0.0,0.0,0.0,1.0,1.68
2019/5/14 11:03,0.0,0.0,1.0,0.0,0.861
2019/5/14 11:08,0.0,0.0,1.0,0.0,0.883
2019/5/14 11:09,0.0,0.0,1.0,0.0,0.8290000000000001
2019/5/14 11:10,0.0,0.0,1.0,0.0,0.8170000000000001
2019/5/14 11:12,0.0,0.0,1.0,0.0,0.856
2019/5/14 11:14,0.0,0.0,0.0,1.0,1.04
2019/5/14 11:16,0.0,0.0,0.0,1.0,0.8809999999999999
2019/5/14 11:19,0.0,0.0,1.0,0.0,0.971
2019/5/14 11:20,0.0,0.0,1.0,0.0,0.863
2019/5/14 11:25,0.0,0.0,1.0,0.0,1.565
2019/5/14 11:30,0.0,0.0,0.0,1.0,1.0390000000000001
