time,H,R,E,F,A
2019/5/14 13:01,0.0,0.0,0.0,1.0,1.002
2019/5/14 13:03,0.0,0.0,0.0,1.0,1.117
2019/5/14 13:04,0.0,0.0,0.0,1.0,0.943
2019/5/14 13:05,0.0,0.0,0.0,1.0,1.051
2019/5/14 13:06,0.0,0.0,0.0,1.0,1.068
2019/5/14 13:07,0.0,0.0,0.0,1.0,0.892
2019/5/14 13:09,0.0,0.0,0.0,1.0,1.008
2019/5/14 13:13,0.0,0.0,0.0,1.0,1.111
2019/5/14 13:14,1.0,1.0,0.0,1.0,1.393
2019/5/14 13:15,0.0,0.0,0.0,1.0,0.8959999999999999
2019/5/14 13:16,0.0,0.0,0.0,1.0,0.935
2019/5/14 13:17,0.0,0.0,0.0,1.0,0.871
2019/5/14 13:18,0.0,0.0,0.0,1.0,0.826
2019/5/14 13:26,0.0,0.0,1.0,0.0,1.046
2019/5/14 13:27,0.0,0.0,1.0,0.0,0.976
2019/5/14 13:28,0.0,0.0,1.0,0.0,0.9079999999999999
2019/5/14 13:33,0.0,0.0,1.0,0.0,1.127
2019/5/14 13:35,0.0,0.0,1.0,0.0,1.173
2019/5/14 13:49,0.0,0.0,1.0,0.0,0.8140000000000001
2019/5/14 13:52,9.0,9.0,1.0,0.0,1.489
2019/5/14 13:58,0.0,0.0,0.0,1.0,1.045
2019/5/14 14:01,0.0,0.0,0.0,1.0,0.846
2019/5/14 14:02,0.0,0.0,0.0,1.0,0.852
2019/5/14 14:06,0.0,0.0,1.0,0.0,1.273
2019/5/14 14:07,0.0,0.0,1.0,0.0,1.062
2019/5/14 14:08,0.0,0.0,1.0,0.0,1.198
2019/5/14 14:09,0.0,0.0,1.0,0.0,0.8809999999999999
2019/5/14 14:10,0.0,0.0,1.0,0.0,0.919
2019/5/14 14:15,0.0,0.0,0.0,1.0,1.79
2019/5/14 14:16,0.0,0.0,0.0,1.0,0.9570000000000001
2019/5/14 14:21,0.0,0.0,1.0,0.0,1.6130000000000002
2019/5/14 14:22,0.0,0.0,1.0,0.0,0.9079999999999999
2019/5/14 14:23,0.0,0.0,1.0,0.0,1.002
2019/5/14 14:33,0.0,0.0,1.0,0.0,0.882
2019/5/14 14:34,0.0,0.0,1.0,0.0,0.835
2019/5/14 14:36,0.0,0.0,1.0,0.0,0.8170000000000001
2019/5/14 14:37,0.0,0.0,1.0,0.0,0.9790000000000001
2019/5/14 14:45,0.0,0.0,1.0,0.0,1.453
2019/5/14 14:46,0.0,0.0,1.0,0.0,0.941
2019/5/14 14:47,0.0,0.0,1.0,0.0,0.883
2019/5/14 14:49,0.0,0.0,1.0,0.0,0.852
2019/5/14 14:50,0.0,0.0,1.0,0.0,0.81
2019/5/15 9:39,0.0,0.0,0.0,1.0,1.7480000000000002
2019/5/15 9:48,0.0,0.0,0.0,1.0,0.996
2019/5/15 9:49,0.0,0.0,0.0,1.0,0.912
2019/5/15 9:50,0.0,0.0,0.0,1.0,0.9009999999999999
2019/5/15 9:51,0.0,0.0,0.0,1.0,0.919
2019/5/15 9:52,0.0,0.0,0.0,1.0,0.898
2019/5/15 9:53,0.0,0.0,0.0,1.0,1.041
2019/5/15 9:54,0.0,0.0,0.0,1.0,0.9420000000000001
2019/5/15 9:55,0.0,0.0,0.0,1.0,1.082
2019/5/15 9:56,0.0,0.0,0.0,1.0,1.054
2019/5/15 9:57,0.0,0.0,1.0,0.0,0.9940000000000001
2019/5/15 9:59,0.0,0.0,1.0,0.0,1.046
2019/5/15 10:00,0.0,0.0,1.0,0.0,0.86
2019/5/15 10:01,0.0,0.0,1.0,0.0,1.2209999999999999
2019/5/15 10:02,0.0,0.0,1.0,0.0,1.166
2019/5/15 10:03,0.0,0.0,1.0,0.0,0.9740000000000001
2019/5/15 10:04,0.0,0.0,1.0,0.0,1.189
2019/5/15 10:07,0.0,0.0,1.0,0.0,0.85
2019/5/15 10:22,0.0,0.0,1.0,0.0,1.2690000000000001
2019/5/15 10:23,0.0,0.0,1.0,0.0,1.0070000000000001
2019/5/15 10:24,0.0,0.0,1.0,0.0,0.922
2019/5/15 10:25,0.0,0.0,1.0,0.0,0.968
2019/5/15 10:27,0.0,0.0,1.0,0.0,1.61
2019/5/15 10:28,0.0,0.0,1.0,0.0,0.8909999999999999
2019/5/15 10:34,0.0,0.0,0.0,1.0,1.963
2019/5/15 10:36,0.0,0.0,0.0,1.0,0.948
2019/5/15 10:37,0.0,0.0,0.0,1.0,0.833
2019/5/15 10:54,0.0,0.0,0.0,1.0,1.057
2019/5/15 10:55,0.0,0.0,0.0,1.0,1.078
2019/5/15 10:56,0.0,0.0,0.0,1.0,0.938
2019/5/15 10:57,0.0,0.0,0.0,1.0,1.145
2019/5/15 10:58,0.0,0.0,0.0,1.0,0.9359999999999999
2019/5/15 10:59,0.0,0.0,0.0,1.0,1.022
2019/5/15 11:00,0.0,0.0,0.0,1.0,1.2670000000000001
2019/5/15 11:11,0.0,0.0,1.0,0.0,1.557
2019/5/15 11:12,0.0,0.0,1.0,0.0,0.897
2019/5/15 11:14,0.0,0.0,1.0,0.0,1.187
2019/5/15 11:16,0.0,0.0,1.0,0.0,0.948
2019/5/15 11:22,0.0,0.0,0.0,1.0,0.951
2019/5/15 11:24,0.0,0.0,0.0,1.0,1.145
2019/5/15 11:25,0.0,0.0,0.0,1.0,1.095
2019/5/15 11:26,0.0,0.0,0.0,1.0,0.9570000000000001
2019/5/15 11:27,0.0,0.0,0.0,1.0,0.917
2019/5/15 11:28,0.0,0.0,0.0,1.0,0.937
2019/5/15 11:29,0.0,0.0,0.0,1.0,0.8109999999999999
2019/5/15 13:07,0.0,0.0,0.0,1.0,1.5290000000000001
2019/5/15 13:08,0.0,0.0,0.0,1.0,1.015
2019/5/15 13:09,0.0,0.0,0.0,1.0,1.205
2019/5/15 13:21,0.0,0.0,0.0,1.0,1.273
2019/5/15 13:22,0.0,0.0,0.0,1.0,0.833
2019/5/15 13:23,0.0,0.0,0.0,1.0,1.1520000000000001
2019/5/15 13:24,0.0,0.0,0.0,1.0,1.026
2019/5/15 13:25,0.0,0.0,0.0,1.0,1.03
2019/5/15 13:26,1.0,1.0,0.0,1.0,1.236
2019/5/15 13:27,0.0,0.0,0.0,1.0,0.894
2019/5/15 13:32,0.0,0.0,1.0,0.0,0.889
2019/5/15 13:33,0.0,0.0,1.0,0.0,0.8420000000000001
2019/5/15 13:34,0.0,0.0,1.0,0.0,0.902
2019/5/15 13:35,9.0,9.0,1.0,0.0,1.0390000000000001
2019/5/15 13:40,0.0,0.0,0.0,1.0,0.883
2019/5/15 13:41,0.0,0.0,0.0,1.0,0.945
2019/5/15 13:42,0.0,0.0,0.0,1.0,0.9940000000000001
2019/5/15 13:43,0.0,0.0,0.0,1.0,1.068
2019/5/15 13:44,0.0,0.0,0.0,1.0,0.983
2019/5/15 13:45,0.0,0.0,0.0,1.0,1.112
2019/5/15 13:46,0.0,0.0,0.0,1.0,1.111
2019/5/15 13:47,0.0,0.0,0.0,1.0,1.111
2019/5/15 13:48,0.0,0.0,0.0,1.0,1.077
2019/5/15 13:49,0.0,0.0,0.0,1.0,1.08
2019/5/15 13:50,1.0,1.0,0.0,1.0,1.4869999999999999
2019/5/15 13:51,0.0,0.0,0.0,1.0,1.099
2019/5/15 13:52,0.0,0.0,0.0,1.0,1.246
2019/5/15 13:55,0.0,0.0,1.0,0.0,0.9440000000000001
2019/5/15 13:56,9.0,9.0,1.0,0.0,1.0
2019/5/15 13:59,0.0,0.0,0.0,1.0,1.203
2019/5/15 14:00,0.0,0.0,0.0,1.0,1.133
2019/5/15 14:01,0.0,0.0,0.0,1.0,1.05
2019/5/15 14:02,0.0,0.0,0.0,1.0,1.3119999999999998
2019/5/15 14:03,0.0,0.0,0.0,1.0,1.974
2019/5/15 14:05,1.0,1.0,0.0,1.0,1.7269999999999999
2019/5/15 14:06,0.0,0.0,0.0,1.0,1.113
2019/5/15 14:07,0.0,0.0,0.0,1.0,1.141
2019/5/15 14:08,0.0,0.0,0.0,1.0,1.032
2019/5/15 14:09,0.0,0.0,0.0,1.0,0.841
2019/5/15 14:10,0.0,0.0,0.0,1.0,0.972
2019/5/15 14:19,0.0,0.0,0.0,1.0,1.135
2019/5/15 14:20,0.0,0.0,0.0,1.0,0.9079999999999999
2019/5/15 14:21,0.0,0.0,0.0,1.0,1.073
2019/5/15 14:24,0.0,0.0,0.0,1.0,0.875
2019/5/15 14:32,0.0,0.0,1.0,0.0,1.274
2019/5/15 14:33,0.0,0.0,1.0,0.0,1.105
2019/5/15 14:34,0.0,0.0,1.0,0.0,1.109
2019/5/15 14:35,0.0,0.0,1.0,0.0,0.995
2019/5/15 14:36,0.0,0.0,1.0,0.0,1.081
2019/5/15 14:37,9.0,9.0,1.0,0.0,0.973
2019/5/15 14:38,0.0,0.0,1.0,0.0,0.937
2019/5/15 14:45,0.0,0.0,1.0,0.0,1.825
2019/5/15 14:46,0.0,0.0,1.0,0.0,1.143
2019/5/15 14:47,0.0,0.0,1.0,0.0,1.245
2019/5/15 14:48,0.0,0.0,1.0,0.0,1.399
2019/5/15 14:49,0.0,0.0,1.0,0.0,1.365
2019/5/15 14:53,0.0,0.0,0.0,1.0,0.9179999999999999
2019/5/15 14:54,0.0,0.0,0.0,1.0,1.1640000000000001
2019/5/15 14:55,0.0,0.0,0.0,1.0,1.036
2019/5/15 14:56,0.0,0.0,0.0,1.0,0.963
2019/5/15 14:57,0.0,0.0,0.0,1.0,0.981
2019/5/16 9:38,0.0,0.0,1.0,0.0,0.8290000000000001
2019/5/16 9:39,0.0,0.0,1.0,0.0,0.953
2019/5/16 9:40,0.0,0.0,1.0,0.0,1.334
2019/5/16 9:41,0.0,0.0,1.0,0.0,1.778
2019/5/16 9:44,0.0,0.0,0.0,1.0,0.8590000000000001
2019/5/16 9:51,0.0,0.0,0.0,1.0,0.884
2019/5/16 9:52,0.0,0.0,0.0,1.0,1.07
2019/5/16 9:53,0.0,0.0,0.0,1.0,1.225
2019/5/16 9:56,0.0,0.0,1.0,0.0,0.956
2019/5/16 9:57,0.0,0.0,1.0,0.0,1.087
2019/5/16 9:58,0.0,0.0,1.0,0.0,1.0
2019/5/16 9:59,0.0,0.0,1.0,0.0,1.117
2019/5/16 10:13,0.0,0.0,0.0,1.0,0.8540000000000001
2019/5/16 10:14,0.0,0.0,0.0,1.0,0.9640000000000001
2019/5/16 10:15,0.0,0.0,0.0,1.0,1.123
2019/5/16 10:16,0.0,0.0,0.0,1.0,1.016
2019/5/16 10:17,0.0,0.0,0.0,1.0,1.2009999999999998
2019/5/16 10:18,0.0,0.0,0.0,1.0,1.204
2019/5/16 10:19,0.0,0.0,0.0,1.0,1.046
2019/5/16 10:20,1.0,1.0,0.0,1.0,1.4380000000000002
2019/5/16 10:23,9.0,9.0,1.0,0.0,1.117
2019/5/16 10:24,0.0,0.0,1.0,0.0,0.887
2019/5/16 10:26,0.0,0.0,0.0,1.0,1.4240000000000002
2019/5/16 10:27,0.0,0.0,0.0,1.0,1.183
2019/5/16 10:28,0.0,0.0,0.0,1.0,1.056
2019/5/16 10:29,0.0,0.0,0.0,1.0,1.067
2019/5/16 10:30,0.0,0.0,0.0,1.0,0.956
2019/5/16 10:32,0.0,0.0,1.0,0.0,1.3430000000000002
2019/5/16 10:33,0.0,0.0,1.0,0.0,1.011
2019/5/16 10:34,0.0,0.0,1.0,0.0,0.843
2019/5/16 10:36,0.0,0.0,0.0,1.0,1.3619999999999999
2019/5/16 10:40,0.0,0.0,0.0,1.0,1.4869999999999999
2019/5/16 10:41,0.0,0.0,0.0,1.0,1.202
2019/5/16 10:43,0.0,0.0,0.0,1.0,0.997
2019/5/16 10:44,0.0,0.0,0.0,1.0,1.023
2019/5/16 10:45,0.0,0.0,0.0,1.0,1.003
2019/5/16 10:50,0.0,0.0,1.0,0.0,0.9940000000000001
2019/5/16 10:51,0.0,0.0,1.0,0.0,1.107
2019/5/16 10:52,0.0,0.0,1.0,0.0,1.015
2019/5/16 10:53,0.0,0.0,1.0,0.0,0.963
2019/5/16 10:54,0.0,0.0,1.0,0.0,0.848
2019/5/16 10:56,0.0,0.0,1.0,0.0,0.889
2019/5/16 10:57,0.0,0.0,1.0,0.0,0.8590000000000001
2019/5/16 11:01,0.0,0.0,1.0,0.0,0.95
2019/5/16 11:02,0.0,0.0,1.0,0.0,0.9179999999999999
2019/5/16 11:09,0.0,0.0,1.0,0.0,1.0
2019/5/16 11:10,0.0,0.0,1.0,0.0,1.041
2019/5/16 11:14,0.0,0.0,0.0,1.0,0.963
2019/5/16 11:16,0.0,0.0,0.0,1.0,0.8109999999999999
2019/5/16 11:23,0.0,0.0,0.0,1.0,0.8059999999999999
2019/5/16 11:24,0.0,0.0,0.0,1.0,0.8290000000000001
2019/5/16 13:07,0.0,0.0,1.0,0.0,0.8759999999999999
2019/5/16 13:08,0.0,0.0,1.0,0.0,0.978
2019/5/16 13:11,0.0,0.0,0.0,1.0,0.971
2019/5/16 13:12,0.0,0.0,0.0,1.0,1.055
2019/5/16 13:13,0.0,0.0,0.0,1.0,1.328
2019/5/16 13:14,0.0,0.0,0.0,1.0,1.194
2019/5/16 13:15,0.0,0.0,0.0,1.0,1.139
2019/5/16 13:16,0.0,0.0,0.0,1.0,1.053
2019/5/16 13:21,0.0,0.0,1.0,0.0,1.77
2019/5/16 13:44,0.0,0.0,1.0,0.0,1.208
2019/5/16 13:45,0.0,0.0,1.0,0.0,0.977
2019/5/16 13:56,0.0,0.0,0.0,1.0,0.89
2019/5/16 13:57,0.0,0.0,0.0,1.0,0.985
2019/5/16 13:58,0.0,0.0,0.0,1.0,0.9359999999999999
2019/5/16 13:59,0.0,0.0,0.0,1.0,0.907
2019/5/16 14:00,0.0,0.0,0.0,1.0,0.932
2019/5/16 14:03,0.0,0.0,1.0,0.0,0.8690000000000001
2019/5/16 14:05,0.0,0.0,1.0,0.0,0.861
2019/5/16 14:07,0.0,0.0,1.0,0.0,0.851
2019/5/16 14:08,0.0,0.0,1.0,0.0,0.8370000000000001
2019/5/16 14:09,0.0,0.0,1.0,0.0,0.825
2019/5/16 14:12,0.0,0.0,1.0,0.0,0.828
2019/5/16 14:23,0.0,0.0,0.0,1.0,0.882
2019/5/16 14:32,0.0,0.0,0.0,1.0,1.0
2019/5/16 14:33,0.0,0.0,0.0,1.0,0.847
2019/5/16 14:34,0.0,0.0,0.0,1.0,1.02
2019/5/16 14:35,0.0,0.0,0.0,1.0,0.937
2019/5/16 14:36,0.0,0.0,0.0,1.0,0.924
2019/5/16 14:38,0.0,0.0,0.0,1.0,0.856
2019/5/16 14:41,0.0,0.0,1.0,0.0,0.845
2019/5/16 14:45,0.0,0.0,0.0,1.0,7.199
2019/5/16 14:47,0.0,0.0,0.0,1.0,1.744
2019/5/16 14:48,0.0,0.0,0.0,1.0,1.575
2019/5/16 14:49,0.0,0.0,0.0,1.0,1.083
2019/5/16 14:50,0.0,0.0,0.0,1.0,1.0
2019/5/16 14:51,0.0,0.0,0.0,1.0,0.9159999999999999
2019/5/17 9:37,0.0,0.0,1.0,0.0,0.934
2019/5/17 9:38,0.0,0.0,1.0,0.0,2.588
2019/5/17 9:39,0.0,0.0,1.0,0.0,0.9890000000000001
2019/5/17 9:45,0.0,0.0,1.0,0.0,0.845
2019/5/17 9:46,0.0,0.0,1.0,0.0,0.866
2019/5/17 9:54,0.0,0.0,1.0,0.0,0.872
2019/5/17 9:57,0.0,0.0,1.0,0.0,0.8
2019/5/17 9:58,0.0,0.0,1.0,0.0,1.126
2019/5/17 10:05,0.0,0.0,1.0,0.0,1.3430000000000002
2019/5/17 10:06,0.0,0.0,1.0,0.0,0.895
2019/5/17 10:08,0.0,0.0,1.0,0.0,0.804
2019/5/17 10:10,0.0,0.0,1.0,0.0,0.871
2019/5/17 10:14,0.0,0.0,1.0,0.0,0.898
2019/5/17 10:17,0.0,0.0,0.0,1.0,1.01
2019/5/17 10:20,0.0,0.0,0.0,1.0,0.8290000000000001
2019/5/17 10:25,0.0,0.0,1.0,0.0,0.8590000000000001
2019/5/17 10:27,0.0,0.0,1.0,0.0,0.858
2019/5/17 10:28,0.0,0.0,1.0,0.0,0.845
2019/5/17 10:29,0.0,0.0,1.0,0.0,0.9079999999999999
2019/5/17 10:33,0.0,0.0,1.0,0.0,1.126
2019/5/17 10:35,0.0,0.0,1.0,0.0,0.988
2019/5/17 10:36,0.0,0.0,1.0,0.0,1.014
2019/5/17 10:37,0.0,0.0,1.0,0.0,0.884
2019/5/17 10:38,0.0,0.0,1.0,0.0,0.8390000000000001
2019/5/17 10:40,0.0,0.0,1.0,0.0,0.847
2019/5/17 10:41,0.0,0.0,1.0,0.0,0.8290000000000001
2019/5/17 10:43,0.0,0.0,0.0,1.0,0.9420000000000001
2019/5/17 10:47,0.0,0.0,0.0,1.0,0.845
2019/5/17 10:53,0.0,0.0,1.0,0.0,0.9470000000000001
2019/5/17 11:00,0.0,0.0,1.0,0.0,0.9309999999999999
2019/5/17 11:01,0.0,0.0,1.0,0.0,0.985
2019/5/17 11:05,0.0,0.0,1.0,0.0,0.8190000000000001
2019/5/17 11:20,0.0,0.0,1.0,0.0,1.501
2019/5/17 11:21,0.0,0.0,1.0,0.0,0.892
2019/5/17 11:22,0.0,0.0,1.0,0.0,0.855
2019/5/17 11:28,0.0,0.0,0.0,1.0,2.342
2019/5/17 11:29,0.0,0.0,0.0,1.0,1.367
2019/5/17 13:02,0.0,0.0,0.0,1.0,1.149
2019/5/17 13:03,1.0,1.0,0.0,1.0,1.5290000000000001
2019/5/17 13:04,0.0,0.0,0.0,1.0,1.222
2019/5/17 13:08,0.0,0.0,1.0,0.0,0.8140000000000001
2019/5/17 13:09,9.0,9.0,1.0,0.0,0.894
2019/5/17 13:13,0.0,0.0,0.0,1.0,1.013
2019/5/17 13:14,0.0,0.0,0.0,1.0,1.068
2019/5/17 13:15,0.0,0.0,0.0,1.0,0.8540000000000001
2019/5/17 13:20,0.0,0.0,1.0,0.0,1.5519999999999998
2019/5/17 13:21,0.0,0.0,1.0,0.0,1.063
2019/5/17 13:22,0.0,0.0,1.0,0.0,0.912
2019/5/17 13:24,0.0,0.0,1.0,0.0,0.83
2019/5/17 13:28,0.0,0.0,1.0,0.0,0.851
2019/5/17 13:29,0.0,0.0,1.0,0.0,0.887
2019/5/17 13:30,0.0,0.0,1.0,0.0,0.8190000000000001
2019/5/17 13:40,0.0,0.0,0.0,1.0,0.884
2019/5/17 13:41,0.0,0.0,1.0,0.0,1.215
2019/5/17 13:45,0.0,0.0,1.0,0.0,0.9329999999999999
2019/5/17 14:02,0.0,0.0,0.0,1.0,0.836
2019/5/17 14:03,0.0,0.0,0.0,1.0,0.982
2019/5/17 14:11,0.0,0.0,0.0,1.0,1.016
2019/5/17 14:18,0.0,0.0,1.0,0.0,0.9790000000000001
2019/5/17 14:34,0.0,0.0,1.0,0.0,0.871
2019/5/17 14:39,0.0,0.0,0.0,1.0,1.7309999999999999
2019/5/17 14:49,0.0,0.0,1.0,0.0,0.87
2019/5/17 14:50,0.0,0.0,1.0,0.0,0.9470000000000001
2019/5/17 14:51,0.0,0.0,1.0,0.0,0.8109999999999999
2019/5/20 9:35,0.0,0.0,1.0,0.0,2.447
2019/5/20 9:36,0.0,0.0,1.0,0.0,1.31
2019/5/20 9:41,0.0,0.0,0.0,1.0,4.026
2019/5/20 9:42,0.0,0.0,0.0,1.0,1.341
2019/5/20 9:43,0.0,0.0,0.0,1.0,1.83
2019/5/20 9:55,0.0,0.0,0.0,1.0,0.805
2019/5/20 9:57,0.0,0.0,1.0,0.0,2.667
2019/5/20 9:58,0.0,0.0,1.0,0.0,2.31
2019/5/20 10:00,0.0,0.0,1.0,0.0,5.84
2019/5/20 10:01,0.0,0.0,1.0,0.0,3.74
2019/5/20 10:05,0.0,0.0,1.0,0.0,3.0380000000000003
2019/5/20 10:06,0.0,0.0,1.0,0.0,1.1079999999999999
2019/5/20 10:07,0.0,0.0,1.0,0.0,1.371
2019/5/20 10:09,0.0,0.0,0.0,1.0,0.8590000000000001
2019/5/20 10:12,0.0,0.0,0.0,1.0,0.8140000000000001
2019/5/20 10:15,0.0,0.0,1.0,0.0,1.141
2019/5/20 10:16,0.0,0.0,1.0,0.0,0.853
2019/5/20 10:18,0.0,0.0,1.0,0.0,1.147
2019/5/20 10:19,0.0,0.0,1.0,0.0,1.013
2019/5/20 10:20,0.0,0.0,1.0,0.0,0.9440000000000001
2019/5/20 10:21,0.0,0.0,1.0,0.0,0.8170000000000001
2019/5/20 10:24,0.0,0.0,1.0,0.0,0.943
2019/5/20 10:38,0.0,0.0,1.0,0.0,1.005
2019/5/20 10:39,0.0,0.0,1.0,0.0,1.195
2019/5/20 10:40,0.0,0.0,1.0,0.0,1.035
2019/5/20 10:41,0.0,0.0,1.0,0.0,1.0979999999999999
2019/5/20 10:42,0.0,0.0,1.0,0.0,1.218
2019/5/20 10:44,0.0,0.0,0.0,1.0,0.8320000000000001
2019/5/20 10:46,0.0,0.0,0.0,1.0,0.981
2019/5/20 10:47,0.0,0.0,0.0,1.0,0.838
2019/5/20 10:48,0.0,0.0,0.0,1.0,0.879
2019/5/20 10:49,0.0,0.0,0.0,1.0,0.856
2019/5/20 10:50,0.0,0.0,0.0,1.0,0.856
2019/5/20 10:51,0.0,0.0,0.0,1.0,0.8440000000000001
2019/5/20 10:56,0.0,0.0,1.0,0.0,1.4969999999999999
2019/5/20 10:57,0.0,0.0,1.0,0.0,1.01
2019/5/20 10:58,0.0,0.0,1.0,0.0,1.119
2019/5/20 10:59,0.0,0.0,1.0,0.0,0.807
2019/5/20 11:04,0.0,0.0,1.0,0.0,1.147
2019/5/20 11:05,0.0,0.0,1.0,0.0,0.903
2019/5/20 11:06,0.0,0.0,1.0,0.0,0.878
2019/5/20 11:09,0.0,0.0,1.0,0.0,1.197
2019/5/20 11:10,0.0,0.0,1.0,0.0,1.3619999999999999
2019/5/20 11:21,0.0,0.0,0.0,1.0,0.8
2019/5/20 11:24,0.0,0.0,1.0,0.0,1.084
2019/5/20 11:26,0.0,0.0,1.0,0.0,0.894
2019/5/20 11:27,0.0,0.0,1.0,0.0,0.83
2019/5/20 13:04,0.0,0.0,1.0,0.0,2.8539999999999996
2019/5/20 13:05,1.0,1.0,1.0,0.0,1.534
2019/5/20 13:08,0.0,0.0,0.0,1.0,2.385
2019/5/20 13:09,9.0,9.0,0.0,1.0,1.167
2019/5/20 13:10,0.0,0.0,0.0,1.0,1.24
2019/5/20 13:11,0.0,0.0,0.0,1.0,1.351
2019/5/20 13:12,0.0,0.0,0.0,1.0,0.9179999999999999
2019/5/20 13:14,0.0,0.0,1.0,0.0,1.89
2019/5/20 13:15,0.0,0.0,1.0,0.0,1.04
2019/5/20 13:16,0.0,0.0,1.0,0.0,0.87
2019/5/20 13:17,0.0,0.0,1.0,0.0,0.8109999999999999
2019/5/20 13:23,0.0,0.0,1.0,0.0,0.879
2019/5/20 13:25,0.0,0.0,1.0,0.0,0.836
2019/5/20 13:38,0.0,0.0,0.0,1.0,1.006
